Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
五本 WB125-D,,five,Retro,Domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,,,,-,-,-,1910x740x1050,,105,0,90,-,,-,,
五本 WB150-2D,,five,Retro,Domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  150cc,12.2,9/,,-,-,-,215x80x1080,,116,0,90,-,,-,,
五本 WB150-3D,,five,Retro,Domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  150cc,12.2,9/,,-,-,-,2040x740x1100,,122,0,90,-,,-,,
五本 WB150-4D,,five,Retro,Domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  150cc,12.2,9/,,-,-,-,2070x760x1100,,120,0,90,-,,-,,
五本 WB100T-D,,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  100cc,5.7,4.2/,,CVT continuously variable transmission automatic transmission,-,-,1805x650x1090,,95,0,80,-,,-,,
五本 WB125T-5D,,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1840x660x1110,,99,0,80,-,,-,,
五本 WB125T-5E,,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1840x660x1110,,99,0,80,-,,-,,
五本 WB125T-6D,,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1900x685x1150,,102,0,80,-,,-,,
五本 WB125T-7D,,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1840x700x1160,,99,0,80,-,,-,,
五本 WB125T-9E,,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1700x640x1095,,90,0,80,-,,-,,
五本 WB110-2D,,five,bending beam,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  110cc,6.8,5/,,-,-,-,1930x700x1100,,92,0,75,-,,-,,
五本 WB110-D,,five,bending beam,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  110cc,6.8,5/,,-,-,-,1890x690x1060,,92,0,75,-,,-,,
摩途威 玄武,11980,Motuwei,pedal,domestic,Taizhou Zhongneng Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1955x775x1275,780,136,10.5,105,-,,-,,"Smoke gray, Hanjiang white, cinnabar red, rosy orange, dark iron black, graphite blue"
摩途摩途威 拉比 Labei,11880,Motuwei,pedal,domestic,Taizhou Zhongneng Motorcycle Co.,single cylinder four stroke air-cooled  150cc,9.5,7/8000,,CVT continuously variable transmission automatic transmission,standard,-,1890x690x1140,760,112,10,85,-,,-,,"Mint Milk Green, Cardamom Pool Green, Grey Night Silver Cream, Mango Party, Summer Palm, Free Birch"
摩途威 巡弋 Cruise,9880,Motuwei,pedal,domestic,,single cylinder four stroke air-cooled  150cc,9.5,7/7500,,-,None,xx(mm),1915x690x1140,,112,6.5,85,2.9,,-,,"Pearl Black, Fresh Charm Green, Blooming Yellow, Rose Gold, Polar Silver, Pearl White, Cool Ice Blue, Big Red"
摩途威 摩羯 150,11880,Motuwei,pedal,domestic,,single cylinder four stroke air-cooled  150cc,11.1,8.2/7500,,-,None,xx(mm),1980x685x1150,790,120,7,95,-,,-,,
摩途威 MW150T,Currently no quotation available,Motuwei,pedal,domestic,Zhejiang Morini Locomotive Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/,,CVT continuously variable transmission automatic transmission,-,-,1895x775x1230,,142,0,110,-,,-,,
标本 徽哥150,7980,specimen,pedal,domestic,Nanjing Sanye Golden Eagle Motorcycle Co.,single cylinder four stroke air-cooled  150cc,11.7,8.6/7500,,CVT continuously variable transmission automatic transmission,standard,-,1800x690x1070,730,116,9,80,2.3,,-,of,
标本 ZUY,10800,specimen,pedal,domestic,Nanjing Sanye Golden Eagle Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1900x690x1130,755,110,8,80,2.2,,350,for,
标本 维诺拉150,13180,specimen,pedal,domestic,Nanjing Sanye Golden Eagle Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1905x710x1135,770,122,11,105,2.2,,450,for,Sea Sky Blue
标本 小霸王,,samples,pedal,domestic,Nanjing Sanye Golden Eagle Motorcycle Co.,single cylinder four stroke air-cooled  150cc,,,,CVT continuously variable transmission automatic transmission,-,-,1760x680x1035,,,0,80,-,,-,,
黄河 小飞象HH250GY-3,9975,Yellow,street car,domestic production,,single cylinder four stroke oil cooled  229cc,17,12.5/8500,,international six speed,none,-,1660x780x1280,750,115,8,110,1.7,,-,,
黄河 自由250X,9980,Yellow,tension,domestically produced,,single cylinder four stroke oil cooled  223cc,17.68,13/7500,,-,None,-,2150x760x1250,790,,15,120,2.6,,-,,
黄河 蜂拉力250,11980,Yellow,tension,domestically produced,,"four stroke air-cooled, 250cc",17.0,12.5/,,international 6-speed,-,-,2200x880x1160,800,153,10.5,,-,,-,,
黄河 自由300x,14980,Yellow,tension,domestically produced,,single cylinder four stroke water-cooled  292cc,28.55,21/8500,,international six speed,standard,-,2150x760x1250,790,,15,,-,,-,,
黄河 魔术师HH250GY,9380,Yellow,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,17.0,12.5/,,-,None,-,1960x780x1110,800,120,10.5,110,-,,-,,"Cool Black, Cool Orange"
摩兽 M03,6998,Moto,street car,domestic production,,,0.5,0.4/,,,-,-,1682x740x1045,770,,,25,,,90,,"Cosmic Silver, Starship Grey, Wormhole Black, Venus Yellow, Photon Green"
摩兽 Ukko,25998,motorcycle,street car,domestic production,,,,,,,-,xx(mm),1855x800x1045,770,110,,100,,,195,for,"Dark Night Black, Space Grey, Tango Orange, Youth Blue"
摩兽 Pesgo one,6298,Moto,MINI,Domestic,,,0.5,0.4/,,,-,-,1552x730x950,710,,,25,,,80,,"free white, space gray, youth blue"
摩兽 Mino,13966,Moto,MINI,Domestic,,,,,,,none,xx(mm),1500x725x925,670,69,,50,,,-,,
豪达 HD100T-3,5380,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  100cc,6.4,4.7/7500,,CVT continuously variable transmission automatic transmission,-,-,1820x700x1070,,98,5.1,,-,,-,,"white, silver, blue, black, red"
豪豪达 HD100T-5K,5390,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  100cc,6.4,4.7/7500,,CVT continuously variable transmission automatic transmission,-,-,1840x660x1060,,100,5.1,80,-,,-,,"white, blue, silver, black, red"
豪达 喜之星,5580,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  100cc,6.4,4.7/7500,,CVT continuously variable transmission automatic transmission,-,-,1840x660x1060,,100,5.1,,-,,-,,
豪达 HD125T-K,5580,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1840x720x1130,,106,5.1,80,-,,-,,"Black, Silver, Blue, Red, White"
豪达 S9C,5680,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  100cc,6.4,4.7/7500,,CVT continuously variable transmission automatic transmission,-,-,1760x660x1070,,94,5.1,,2.5,,-,,
豪达 U+,6380,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1810x650x1120,,99,5.1,80,-,,-,,"white, silver, blue, black, red"
豪达 HD125T-12B,6380,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/,,CVT continuously variable transmission automatic transmission,-,-,1850x710x1100,,102,5.1,80,-,,-,,"white, silver, blue, black, red"
豪达 优美F款,6680,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1850x710x1100,,102,5.1,80,-,,-,,"white, silver, blue, black, red"
豪达 丽莎,6980,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,-,-,1900x680x1100,,105,5.1,,-,,-,,
豪达 HD125T-11K,7199,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1800x685x1130,,100,5.1,80,-,,-,,"white, silver, blue, black, red"
豪达 HD125T-9K,7800,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1960x680x1140,,100,5.1,,-,,-,,
豪达 凯悦,7380,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  100cc,6.4,4.7/7500,,CVT continuously variable transmission automatic transmission,-,-,1840x680x1150,,100,5.1,80,2.5,,-,,"white, silver, blue, black, red"
豪达 丽华,7680,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1900x680x1100,,105,5.1,80,-,,-,,"white, silver, blue, black, red"
豪达 HD125T-13K,8666,Haoda,pedal,domestic,Guangdong Dafu Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1820x680x1180,,105,5.1,80,-,,-,,"white, silver, blue, black, red"
立马 米多,2599,immediately,pedal,domestic,,,0.5,0.35/,,,-,-,1410x630x1035,,44.8,,25,,,60,,"Milk Tea White/Monet Brown, Red White, Green, Pink, Blue"
立马 麦多,3599,immediately,pedal,domestic,,,,,,,-,-,,,48.5,,,,,-,,
立马 爱豆,3299,immediately,pedal,domestic,,,,,,,-,-,1420x660x1020,710,54.8,,25,,,60,,"Kaka Blue, Mengmeng White, Mist Green"
立马 H2,4799,immediately,pedal,domestic,,,,,,,-,-,1760x700x1105,,,,,,,-,,"Dreamy White, Dreamy White Green, Moonnight Grey, Dazzling Blue Green"
立马 极昂,5099,immediately,pedal,domestic,,,2.0,1.5/,,,-,-,1830x670x1090,,106,,,,,60,,Metal Titanium Grey
立马 H5,5999,immediately,pedal,domestic,,,,,,,-,-,1770x710x1055,,94,,,,,50,,
立马 MINI,5999,immediately,pedal,domestic,,,,,,,-,-,1600x705x1000,695,,,,,,-,,"Sweet Purple+Black+Lightning Silver, Sweet Pink+Black+Lightning Silver, Lemon Honey Yellow+Moonlight White+Black+Lightning Silver"
立马 H8,6999,immediately,pedal,domestic,,,2.0,1.5/,,,-,-,1780x660x1105,,102,,,,,50,,
立马 尚享,,immediately,pedal,domestic,,,0.5,0.4/,,,-,-,,,,,,,,-,,matte steel green gray/glossy black
立马 酷骐,,immediately,pedal,domestic,,,0.5,0.4/,,,-,-,,,,,,,,-,,Penguin White/Oil Grey
立马 C-03,,immediately,pedal,domestic,,,0.5,0.4/,,,-,-,,,,,,,,-,,ceramic khaki green/glossy black
立马 CT-1,,immediately,pedal,domestic,,,,,,,-,-,,,,,,,,-,,Coral powder
立马 H3,,immediately,pedal,domestic,,,,,,,-,-,,,,,,,,-,,
立马 M5,,immediately,pedal,domestic,,,,,,,-,-,,,,,,,,-,,
立马 V5,,immediately,pedal,domestic,,,,,,,-,-,,,,,,,,-,,
立马 CT-3,,immediately,pedal,domestic,,,,,,,-,-,,,,,,,,-,,Coral Blue
立马 N7,,immediately,pedal,domestic,,,,,,,-,-,,,,,,,,-,,
立马 圈圈,,immediately,pedal,domestic,,,,,,,-,-,,,,,,,,-,,Crystal White
立马 飞豹III,,immediately,pedal,domestic,,,,,,,-,-,,,,,,,,-,,
立马 闪电,,immediately,pedal,domestic,,,,,,,-,-,,,,,60,,,95,,Lightning Silver
BIMOTA DB5R,Currently no quotation available,BIMOTA,,,,with 1078cc,,,,-,-,-,,810,,17,,-,,-,,
BIMOTA DB7 Oronero,Currently no quotation available,BIMOTA,,,,with 1099cc,,,,-,-,-,,800,,16,,-,,-,,
BIMOTA DB8,Currently no quotation available,BIMOTA,,,,dual cylinder four stroke water-cooled  1198cc,,,,-,-,-,,800,,16,,-,,-,,
BIMOTA DB9 Brivido,Currently no quotation available,BIMOTA,,,,dual cylinder four stroke  1198cc,,,,-,-,-,2040x830x1105,800,,18,260,-,,-,,
BIMOTA Tesi 3D,Currently no quotation available,BIMOTA,,,,1078cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA DB5S,Currently no quotation available,BIMOTA,,,,with 1078cc,,,,-,-,-,2045x750x1230,800,,17,,-,,-,,
BIMOTA DB7,Currently no quotation available,BIMOTA,,,,with 1099cc,,,,-,-,-,,800,,16,,-,,-,,
BIMOTA DB5E Desiderio,Currently no quotation available,BIMOTA,,,,1078cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA DB8 Biposta,Currently no quotation available,BIMOTA,,,,,,,,-,-,-,2040x730x1105,800,,18,280,-,,-,,
BIMOTA DB8 SP,Currently no quotation available,BIMOTA,,,,dual cylinder four stroke  1198cc,,,,-,-,-,2040x730x1105,800,,18,280,-,,-,,
BIMOTA HB2,Currently no quotation available,BIMOTA,,import,,four cylinder four stroke oil cooled  901cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA HB3,Currently no quotation available,BIMOTA,,import,,four cylinder four stroke oil cooled  1062cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA HB3S,Currently no quotation available,BIMOTA,,import,,four cylinder four stroke oil cooled  1062cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA HB4 Moto2,Currently no quotation available,BIMOTA,,,,600cc,,,,-,-,-,,,,21,,-,,-,,
BIMOTA KB1,Currently no quotation available,BIMOTA,,,,four cylinder four stroke oil cooled  1015cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA KB2 Laser,Currently no quotation available,BIMOTA,,,,four cylinder four stroke oil cooling  543cc,,,,-,-,-,,,,4.8,,-,,-,,
BIMOTA KB2 TT,Currently no quotation available,BIMOTA,,,,four cylinder four stroke oil cooled  593cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA KB3,Currently no quotation available,BIMOTA,,,,four cylinder four stroke oil cooled  998cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA SB2,Currently no quotation available,BIMOTA,,,,four cylinder four stroke oil cooling  743cc,,,,-,-,-,,,,13,,-,,-,,
BIMOTA SB3,Currently no quotation available,BIMOTA,,,,four cylinder four stroke oil cooled  987cc,,,,-,-,-,,,,14.7,,-,,-,,
BIMOTA SB4 Mirage,Currently no quotation available,BIMOTA,,,,four cylinder four stroke oil cooled  1075cc,,,,-,-,-,,,,22,,-,,-,,
BIMOTA SB5,Currently no quotation available,BIMOTA,,,,four cylinder four stroke  1135cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA SB6,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1074cc,,,,-,-,-,,,,19.5,,-,,-,,
BIMBIMOTA SB6R,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1074cc,,,,-,-,-,,,,22,,-,,-,,
BIMOTA SB7,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  749cc,,,,-,-,-,,,,17,,-,,-,,
BIMOTA SB8K,Currently no quotation available,BIMOTA,,,,four stroke water-cooled  996cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA SB8K Gobert Replica,Currently no quotation available,BIMOTA,,,,four stroke water-cooled  996cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA SB8K Santa Monica,Currently no quotation available,BIMOTA,,,,four stroke water-cooled  996cc,,,,-,-,-,,810,,20,,-,,-,,
BIMOTA SB8R,Currently no quotation available,BIMOTA,,,,four stroke water-cooled  996cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA Tesi ID 851,Currently no quotation available,BIMOTA,,,,with 851cc,,,,-,-,-,2265x770x1120,,,16,,-,,-,,
BIMOTA Tesi ID 906,Currently no quotation available,BIMOTA,,,,with 904cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA Tesi ID 906SR,Currently no quotation available,BIMOTA,,,,dual cylinder four stroke  904cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA Tesi ID 906ES,Currently no quotation available,BIMOTA,,,,with 904cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA Tesi ID 906EF,Currently no quotation available,BIMOTA,,import,,with 904cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA Tesi 2D Millennium,Currently no quotation available,BIMOTA,,,,with 992cc,,,,-,-,-,,,,13,,-,,-,,
BIMOTA YB4 750IE,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  749cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA YB4 750IE SP,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  749cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA YB6,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  989cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA YB6 Ex-Up,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1002cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA YB6 Tuatara,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1002cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA YB7,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  399cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA YB8,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1002cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA YB8 Furano,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1002cc,,,,-,-,-,,,207,20,,-,,-,,
BIMOTA YB9 Bellaria,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  599cc,,,,-,-,-,,,188,11,,-,,-,,
BIMOTA YB9SR,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  599cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA YB9SRI,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  599cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA YB10 Dieci,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1002cc,,,,-,-,-,,,206,20,,-,,-,,
BIMOTA YB10 Dieci Biposto,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1002cc,,,,-,-,-,,,212,20,,-,,-,,
BIMOTA YB11 Superleggera,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1002cc,,,,-,-,-,,,215,15,,-,,-,,
BIMOTA YB11 Superleggera 25 Anniversary,Currently no quotation available,BIMOTA,,,,four cylinder four stroke water-cooled  1000cc,,,,-,-,-,,,215,15,,-,,-,,
BIMOTA 500 V-Due,Currently no quotation available,BIMOTA,,,,499cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA 500 V-Due Evoluzione,Currently no quotation available,BIMOTA,,,,499cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA 666 IE,Currently no quotation available,BIMOTA,,,,with 992cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA BBI Biposta,Currently no quotation available,BIMOTA,,,,single cylinder four stroke water-cooled  652cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA BBI Supermono,Currently no quotation available,BIMOTA,,,,single cylinder four stroke water-cooled  652cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA DB1,Currently no quotation available,BIMOTA,,,,dual cylinder four stroke air-cooled  748cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA DB1S,Currently no quotation available,BIMOTA,,,,,,,,-,-,-,,,,20,,-,,-,,
BIMOTA DB1SR,Currently no quotation available,BIMOTA,,,,dual cylinder four stroke air-cooled  748cc,,,,-,-,-,,,,22,,-,,-,,
BIMOTA DB1SR Serie Finale,Currently no quotation available,BIMOTA,,,,dual cylinder four stroke air-cooled  748cc,,,,-,-,-,,,,22,,-,,-,,
BIMOTA DB2 Concept,Currently no quotation available,BIMOTA,,,,with 904cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA DB2SR,Currently no quotation available,BIMOTA,,,,with 904cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA DB2EF,Currently no quotation available,BIMOTA,,,,with 904cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA DB3 Mantra,Currently no quotation available,BIMOTA,,,,with 904cc,,,,-,-,-,,,185,14,,-,,-,,
BIMOTA DB4 Half fairing,Currently no quotation available,BIMOTA,,,,with 904cc,,,,-,-,-,,,,20,,-,,-,,
BIMOTA DB4IE,Currently no quotation available,BIMOTA,,,,with 904cc,,,,-,-,-,,,,18,,-,,-,,
BIMOTA DB5 Mille,Currently no quotation available,BIMOTA,,,,with 992cc,,,,-,-,-,,,,17,,-,,-,,
BIMOTA DB5S Borsalino Limited Edition,Currently no quotation available,BIMOTA,,,,", 1079cc",,,,-,-,-,2045x750x1230,,,16,,-,,-,,
BIMOTA DB5 1000,Currently no quotation available,BIMOTA,,,,with 1078cc,,,,-,-,-,,810,,16,,-,,-,,
BIMOTA DB7 Black Edition,Currently no quotation available,BIMOTA,,,,with 1099cc,,,,-,-,-,,800,,16,,-,,-,,
BIMOTA DB8SP,Currently no quotation available,BIMOTA,,,,", 1200cc",,,,-,-,-,,800,,16,,-,,-,,
BIMOTA DB8 Italia,Currently no quotation available,BIMOTA,,,,dual cylinder four stroke water-cooled  1198cc,,,,-,-,-,,800,,16,,-,,-,,
BIMOTA Tesi H2,Currently no quotation available,BIMOTA,,,,inline four cylinder four stroke water-cooled  1000cc,231.1,170/11500,,international 6-speed,standard,-,2074x770x1155,840,,17,,-,,-,,
BIMOTA DB6 Delirio,Currently no quotation available,BIMOTA,,import,,1078cc,,,,-,-,-,2045x830x1110,820,,16,,-,,-,,
BIMOTA DB6R,Currently no quotation available,BIMOTA,,import,,air-cooled  1079cc,,,,-,-,-,2045x830x1110,820,,16,,-,,-,,
BIMOTA HB1,Currently no quotation available,BIMOTA,,import,,four cylinder four stroke oil cooled  736cc,,,,-,-,-,,,,0,,-,,-,,
BIMOTA Tesi 3D E,Currently no quotation available,BIMOTA,,import,,1078cc,,,,-,-,-,,800,,16,,-,,-,,
BIMOTA BBX 300,Currently no quotation available,BIMOTA,,import,,single cylinder single stroke  300cc,,,,-,-,-,,,,9.5,,-,,-,,
BIMOTA DB6C 1080 Limited Edition,Currently no quotation available,BIMOTA,,import,,1078cc,,,,-,-,-,,820,170,17,,-,,-,,
BIMOTA DB6 Delirio 1000 Azzurro,Currently no quotation available,BIMOTA,,import,,with 992cc,,,,-,-,-,,,,16,,-,,-,,
BIMOTA DB6 Delirio 1100,Currently no quotation available,BIMOTA,,import,,", 1079cc",,,,-,-,-,2045x750x1230,,,16,,-,,-,,
BIMOTA DB6 Delirio E,Currently no quotation available,BIMOTA,,import,,", 1079cc",,,,-,-,-,2045x750x1230,,,16,,-,,-,,
BIMOTA DB6R Delirio,Currently no quotation available,BIMOTA,,import,,with 1078cc,,,,-,-,-,,830,,17,,-,,-,,
BIMOTA DB9 Brivido Italia,Currently no quotation available,BIMOTA,,import,,dual cylinder four stroke water-cooled  1198cc,,,,-,-,-,2040x830x1105,800,,18,,-,,-,,
BIMOTA DB10B motard,Currently no quotation available,BIMOTA,Off road,Imported,,1078cc,,,,-,-,-,,,,13.5,220,-,,-,,
BIMOTA BBX 50,Currently no quotation available,BIMOTA,Off road,Imported,,single cylinder  500cc,,,,-,-,-,,,,9.5,,-,,-,,
雷拉尼 罗蜜欧150,9999,Reilani,pedal,domestic,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1960x710x1150,758,118,8.5,110,-,,-,,"white, green, gray, gray black, white/red, blue/orange"
雷拉尼 罗马风情,11980,Reilani,pedal,domestic,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,2010x700x1145,810,130,10,90,-,,-,,"Ice and Snow White/Matte Blue/Suzuki Red, Ice and Snow White/Pearl Black, Bay Blue/Orange Red/Deep Blue, Mars Grey/Lemon Yellow/Alloy White, Dream Green/Pearl Black, Sky Blue/Matte Blue/Pearl Black, Star Moon White/Ice and Snow White/Pearl Black, Aviation Green/beige/Alloy White"
雷拉尼 罗蜜欧200,16800,Reilani,pedal,domestic,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke water-cooled  200cc,19.2,14.1/8250,,CVT continuously variable transmission automatic transmission,standard,-,1920x710x1150,770,128,9,120,-,,-,,
雷拉尼 SH Pro,17980,Reilani,bending beam,domestic,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke water-cooled  150cc,13.6,10/,,CVT continuously variable transmission automatic transmission,-,-,2025x700x1120,,118,0,90,-,,-,,"white, black"
雷拉尼 XTRUN150,12980,Reilani,pedal,domestic,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1950x775x1350,760,138,13.2,110,-,,-,,"Dark Night Grey, Dark Pine Green, Deep Sea Blue, Crimson Red, Elegant Grey"
恒胜 CRS130 机器猫,8680,Hengsheng,Retro,Domestic,Chongqing Hengsheng Group Co.,single cylinder four stroke oil cooled  130cc,8.8,6.5/7500,,-,-,-,1750x800x1020,720,99,13,,-,,-,,
恒胜 CRS300 游龙,11980,Hengsheng,Cruising Crown Prince,Domestic,Chongqing Hengsheng Group Co.,single cylinder four stroke water-cooled  300cc,25.8,19/8500,,international 6-speed,standard,-,2050x900x1300,740,148,0,110,-,,-,,"gemstone blue, retro blue, black iron gray, pearl silver"
恒胜 CRX300-Y 飞驰,,Hengsheng,tension,domestically produced,,300cc,,,,-,-,-,,,,0,,-,,-,,
恒胜 CRX300 飞翔,,Hengsheng,tension,domestically produced,,300cc,,,,-,-,-,,,,0,,-,,-,,
恒胜 竞技300,,Hengsheng,Off road,Domestic,,300cc,,,,-,-,-,,,,0,,-,,-,,
恒胜 竞技150,,Hengsheng,Off road,Domestic,,150cc,,,,-,-,-,,,,0,,-,,-,,
铃立 猛兽400,25800,Lingli,sports car,domestic production,Jiangsu Daling Motorcycle Co.,inline single cylinder four stroke water-cooled  400cc,29.4,21.6/8300,,international 6-speed,standard,-,2060x780x1180,800,176,16,120,-,,-,,white/black/blue
