Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
劲力 JL125T-7E,7980,Caesar,Retro,Domestic,Chongqing Dalong Yufeng Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  150cc,11.6,8.5/8500,,-,,-,182x80x1040,700,119,12.5,95,-,,-,,
劲力 JL125T-25E(2),7380,Strength,pedal,,,single cylinder four stroke air-cooled  125cc,7.3,5.4/6000,,CVT continuously variable transmission automatic transmission,none,standard,1950x700x1350,,116,10,85,-,,450,,"yellow, white, red"
劲力 JL125T-5E,7980,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,standard,-,1880x720x1150,,105,0,80,-,,-,,
劲力 JL125T-3E,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1940x720x1220,,108,0,80,-,,-,,
劲力 JL125T-10E,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1865x670x1120,,104,0,80,-,,-,,
劲力 JL125T-12E,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1880x680x1130,,104,0,80,-,,-,,
劲力 JL125T-18E,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1880x710x1110,,103,0,80,-,,-,,
劲力 JL125T-19E,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1900x675x1120,,100,0,80,-,,-,,
劲力 JL125T-21E,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1945x675x1065,,106,0,80,-,,-,,
劲力 JL125T-23E,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1880x720x1150,,105,0,80,-,,-,,
劲力 JL125T-25E,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1825x680x1060,,94,0,80,-,,-,,
劲力 JL125-19,,Strength,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,,-,1880x720x1150,,105,0,80,-,,-,,
劲力 JL150-19,,Strength,Retro,Domestic,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.8,7.2/,,-,None,without,2020x730x1110,,122,0,85,-,,-,,
劲力 JL125-E,,Strength,Retro,Domestic,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,-,-,2040x780x1060,,122,0,85,-,,-,,
ARCH KRGT-1,,Strength,bending beam,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.2,6/,,-,,-,1930x710x1110,,97,0,80,-,,-,,
ARCH Method 143,Currently no quotation available,ARCH,Cruising Crown Prince,Imported,,V-type twin cylinder four stroke air-cooled  2030cc,,,,international 6-speed,standard,-,,,,0,,-,,-,,
ARCH 1S,Currently no quotation available,ARCH,Cruising Crown Prince,Imported,,with 2340cc,,,,international 6-speed,standard,-,,,,0,,-,,-,,
亚翔 AD125,Currently no quotation available,ARCH,Cruising Crown Prince,Imported,,V-type twin cylinder four stroke air-cooled  2030cc,,,,international 6-speed,standard,-,,,,0,,-,,-,,
亚翔 AD150,Currently no quotation available,Yaxiang,Off road,Domestic,,single cylinder air-cooled  125cc,,,,-,None,without,,,,0,,-,,-,,
亚翔 AD250,Currently no quotation available,Yaxiang,Off road,Domestic,,single cylinder  150cc,,,,-,None,without,,,,0,,-,,-,,
亚翔 AD250R,Currently no quotation available,Yaxiang,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,25.8,19/9000,,international 6-speed,none,without,,945,,8,,-,,-,,
亚翔 AD450,Currently no quotation available,Yaxiang,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,25.8,19/9000,,-,None,without,,945,,8,,-,,-,,
亚翔 AD450R,Currently no quotation available,Yaxiang,Off road,Domestic,,single cylinder four stroke water-cooled  450cc,,,,-,None,without,,960,,8,,-,,-,,
亚翔 ADI250,Currently no quotation available,Yaxiang,Off road,Domestic,,single cylinder four stroke water-cooled  450cc,,,,-,None,without,,960,,8,,-,,-,,
亚翔 ADI450,Currently no quotation available,Yaxiang,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,25.8,19/,,-,None,without,,960,,8,,-,,-,,
润通 RT250-12G,Currently no quotation available,Yaxiang,Off road,Domestic,,single cylinder four stroke water-cooled  450cc,46.9,34.5/,,-,None,without,,960,,8,,-,,-,,
润通 RT250-12F,14800,Runtong,Retro,Domestic,,single cylinder four stroke air-cooled  250cc,19.3,14.2/8500,,international 6-speed,-,-,1995x768x1060,800,,14,105,2.5,,-,,
鹏城 PC200-S,15800,Runtong,Retro,Domestic,,single cylinder four stroke air-cooled  250cc,19.3,14.2/8500,,international 6-speed,-,-,1995x768x1060,800,,14,110,2.2,,-,,
鹏城 PC125T-8S,Currently no quotation available,Pengcheng,", sports car,",,,single cylinder  200cc,13.9,10.2/,,-,-,-,2055x730x1135,,160,0,95,-,,-,,
MINFF M6,Currently no quotation available,Pengcheng,pedal,,Ningbo Dongfang Lingyun Vehicle Manufacturing Co.,single cylinder four stroke water-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1860x650x1110,,92,0,86,-,,-,,
MINFF F1 250,17880,MINFF,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,27.2,20/9000,,international 6-speed,-,-,2170x830x1280,900,115.35,8,136,-,,-,,red and white
MINFF F1 300,28880,MINFF,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,43.5,32/11000,,international 5-speed,-,-,2170x830x1280,900,106,7.7,,3,,-,,
MINFF M7 250,23980,MINFF,Off road,Domestic,,single cylinder four stroke water-cooled  300cc,34.0,25/9000,,international 6-speed,-,-,2170x830x1280,950,112,6,,3,,-,,
嘲风 F80,24880,MINFF,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,43.5,32/11000,,international 5-speed,-,-,2170x830x1280,950,108,7,,-,,-,,
鸷游 250T,48000,ridicule,Off road,Domestic,Huanghe New Energy Vehicle Co.,,11.6,8.5/3500,,,,standard,1970x760x1260,820,,,85,,,180.,,
布尔 1125R,18800,Journey,pedal,,,single cylinder four stroke water-cooled  250cc,23.1,17/8000,,CVT continuously variable transmission automatic transmission,standard,without,2210x785x1280,,182,13,125,-,,-,,
布尔 1125CR,,Boer,,,,with 1126cc,,,,-,-,-,,810,,20.1,,-,,-,,
布尔 Ulysses XB12X,,Boer,,,,with 1126cc,,109/9000,,-,-,-,,831,,20.1,,-,,-,,
布尔 Ulysses XB12XT,,Boer,,,,dual cylinder four stroke air-cooled  1203cc,104.7,77/6800,,-,-,-,,859,,16.7,,-,,-,,
布尔 Lightning XB12Ss,,Boer,,,,dual cylinder four stroke air-cooled  1203cc,104.7,77/6800,,-,-,-,,836,,16.7,,-,,-,,
布尔 Lightning XB12Scg,,Boer,,,,dual cylinder four stroke air-cooled  1203cc,104.7,77/6800,,-,-,-,,843,,16.7,,-,,-,,
布尔 Lightning CityX XB12SX,,Boer,,,,dual cylinder four stroke air-cooled  1203cc,104.7,77/6800,,-,-,-,,759,,14.5,,-,,-,,
布尔 Lightning CityX XB9SX,,Boer,,,,dual cylinder four stroke oil cooling  1203cc,93.8,69/7000,,-,-,-,,765,,14.5,,-,,-,,
布尔 Firebolt XB12R,,Boer,,,,dual cylinder four stroke oil cooled  984cc,93.8,69/7500,,-,-,-,,813,,14.5,,-,,-,,
蓝鲨 R1 Lite,,Boer,,,,dual cylinder four stroke oil cooling  1203cc,104.7,77/6800,,-,,-,,810,,14.5,,-,,-,,
蓝鲨 R1,13976,Blue,pedal,,,,,,,,none,without,1880x700x1200,760,116,,80,,,160,,"Cloud Ink Black, Autumn Moon White"
摩灵 MOi,15976,Blue,pedal,,,,,,,,none,standard,1880x700x1200,760,116,,80,,,160,,
摩灵 MOr,4999,Moling,pedal,,,,0.5,0.35/,,,,-,1670x655x1060,,,,25,,,70,,"Titanium Grey Silver, Night Grey, Moon White, Retro Brown, Leap Horse Red, Blue Gold Blue"
摩灵 MOv,Currently no quotation available,Moling,pedal,,Zhejiang Qianjiang Motorcycle Co.,,,,,,none,standard,1850x685x1080,740,110,,80,,,72,,
摩灵 MOk,22999,Moling,Off road,Domestic,Zhejiang Qianjiang Motorcycle Co.,,,,,,none,without,1960x765x1080,815,64,,45,,,75,,
坤豪 立行125,Currently no quotation available,Moling,Off road,Domestic,,,0.5,0.35/,,,-,-,1330x550x790,550,18,,30,,,30,,"Luo Xiaohei, Baron Red, Xie Sita White, Vitality Blue"
坤豪 LALA,7180,Kunhao,pedal,,Jiangsu Meijunte Technology Co.,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,-,standard,1820x710x1160,760,100,8.5,80,2.37,,300,for,"white, silver, gray, blue, frosted black"
兆虎 ZH150-2A,8180,Kunhao,pedal,,Jiangsu Meijunte Technology Co.,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,-,standard,1810x735x1120,760,106,9,80,2.37,,300,for,"white, white with dividends, frosted gray, frosted black"
CONFEDERATE 地狱猫 X 132 Hellcat Combat Speedster,7280,Zhaohu,MINI,Domestic,Chongqing Zhongling Zhaohu Locomotive Manufacturing Co.,single cylinder four stroke air-cooled  150cc,11.1,8.2/8500,,cycle 5-speed,,-,1825x780x1050,700,115,8,90,-,,-,,"pearl white, ivory white, starry sky blue, bay blue, military green"
闪速 HM-2,Currently no quotation available,CONFEDERATE,Cruising Crown Prince,Imported,,with 2160cc,,,,international 6-speed,standard,-,,724,,11.4,277,-,,-,,
闪速 HM-1,8000,Flash,pedal,,Yongkang Flash Technology Co.,,,,,,-,-,1920x380x1200,850,,,100,,,55,,
闪速 HM-3,8888,Flash,pedal,,Yongkang Flash Technology Co.,,,,,,-,-,,850,,,100,,,55,,
闪速 City CoCo,9999,Flash,pedal,,Yongkang Flash Technology Co.,,,,,,-,-,1920x380x1200,850,,,100,,,55,,
闪速 Spec Sheet E-Dirt Bike,,flash,pedal,,Yongkang Flash Technology Co.,,,,,,-,-,,,,,,,,-,,
闪速 HM-9,,flash,Off road,Domestic,Zhejiang Flash Intelligent Technology Co.,,,,,,-,-,,,,,,,,-,,
零 Bobber,,flash,Three Wheel,Domestic,Zhejiang Flash Intelligent Technology Co.,,,,,,-,-,,,,,,,,-,,
贝塔 Mini cross,,zero,Cruising Crown Prince,Imported,,1300cc,,,,-,-,-,2290x690x980,640,260,10,,-,,-,,
贝塔 Mini Trial,,beta,Off road,Imported,,,,,,,-,-,1400x600x900,695,,,,,,-,,
贝塔 RR 125 Enduro,,beta,Off road,Imported,,,,,,,-,-,1600x650x970,575,,,,,,-,,
贝塔 RR 250 Enduro,,beta,tension,imported,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,2115x820x1215,925,,7.3,,-,,-,,
贝塔 RR 350 Enduro,,beta,tension,imported,,single cylinder two-stroke water-cooled  249cc,,,,-,-,-,2172x815x1270,930,,9.5,,-,,-,,
贝塔 RR 350 4T Enduro,,beta,tension,imported,,single cylinder four stroke water-cooled  349cc,,,,-,-,-,2180x807x1270,940,,8.4,,-,,-,,
贝塔 RR 390 4T Enduro,,beta,tension,imported,,,,,,-,-,-,2180x807x1270,940,,8.4,,-,,-,,
贝塔 RR 450 Enduro,,beta,Off road,Imported,,single cylinder four stroke water-cooled  385cc,,,,-,-,-,2180x807x1270,940,,8,,-,,-,,
贝塔 RR 480 4T Enduro,,beta,tension,imported,,single cylinder four stroke water-cooled  448cc,,,,-,-,-,2180x807x1270,940,,8.5,,-,,-,,
贝塔 RR 525 Enduro,,beta,tension,imported,,single cylinder four stroke water-cooled  477cc,,,,-,-,-,2180x807x1270,940,,8,,-,,-,,
贝塔 RR 200 ENDURO,,beta,tension,imported,,single cylinder four stroke water-cooled  510cc,,,,-,-,-,2270x813x1255,940,,8.5,,-,,-,,
贝塔 RR 50 ENDURO,,beta,Off road,Imported,,single cylinder two-stroke water-cooled  190cc,,,,-,-,-,2167x815x1270,930,,9.5,,-,,-,,
贝塔 RR Racing 350,,beta,Off road,Imported,,single cylinder two-stroke water-cooled  49cc,,,,-,-,-,2052x805x1190,930,,6.5,,-,,-,,
贝塔 RR Racing 125,,beta,Off road,Imported,,single cylinder four stroke water-cooled  350cc,,,,-,-,-,,940,,9,,-,,-,,
贝塔 RR Racing 250,,beta,Off road,Imported,,single cylinder two-stroke water-cooled  124cc,,,,-,-,-,2167x815x1270,930,,9.5,,-,,-,,
贝塔 X Trainer 250,,beta,Off road,Imported,,single cylinder two-stroke water-cooled  249cc,,,,-,-,-,2172x815x1270,930,,9.5,,-,,-,,
贝塔 M4 Motard,,beta,Off road,Imported,,single cylinder two-stroke water-cooled  250cc,,,,-,-,-,2157x802x1245,910,,8.5,,-,,-,,
贝塔 RR 125 Motard,,beta,tension,imported,,single cylinder four stroke air-cooled  349cc,,,,-,-,-,2159x860x1220,870,,10.5,,-,,-,,
贝塔 RR 400 Motard,,beta,tension,imported,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,2192x820x1185,886,,7.3,,-,,-,,
贝塔 RR 525 Motard,,beta,tension,imported,,single cylinder four stroke  398cc,,,,-,-,-,2200x820x1220,910,123,8.5,,-,,-,,
贝塔 RR 50 Motard,,beta,tension,imported,,single cylinder four stroke water-cooled  510cc,,,,-,-,-,2270x813x1255,940,,8.5,,-,,-,,
贝塔 Evo 300,,beta,Off road,Imported,,single cylinder two-stroke water-cooled  50cc,,,,-,-,-,2000x805x1155,900,,6.5,,-,,-,,
贝塔 Evo 80 Senior,,beta,Off road,Imported,,single cylinder four stroke water-cooled  300cc,,,,-,-,-,1990x850x1115,660,,2.8,,-,,-,,
贝塔 Evo 80 Junior,,beta,Off road,Imported,,single cylinder two-stroke water-cooled  80cc,,,,-,-,-,1925x815x1127,678,,2.5,,-,,-,,
贝塔 350RS,,beta,Off road,Imported,,single cylinder two-stroke water-cooled  80cc,,,,-,-,-,1850x720x1070,620,,2.5,,-,,-,,
贝塔 450RS,,beta,Off road,Imported,,single cylinder four stroke water-cooled  350cc,,,,-,-,-,,,,0,,-,,-,,
贝塔 520RS,,beta,Off road,Imported,,single cylinder four stroke water-cooled  449cc,,,,-,-,-,,,,0,,-,,-,,
贝塔 RS 390,,beta,Off road,Imported,,single cylinder four stroke  497cc,,,,-,-,-,,,,0,,-,,-,,
贝塔 RS 400,,beta,tension,imported,,single cylinder four stroke water-cooled  349cc,,,,-,-,-,,,,7.9,,-,,-,,
贝塔 RS 430,,beta,tension,imported,,single cylinder four stroke water-cooled  398cc,,,,-,-,-,,,,7.9,,-,,-,,
贝塔 RS 450,,beta,tension,imported,,single cylinder four stroke water-cooled  431cc,,,,-,-,-,,930,,7.9,,-,,-,,
贝塔 RS 520,,beta,tension,imported,,single cylinder four stroke water-cooled  449cc,,,,-,-,-,,,,7.9,,-,,-,,
贝塔 350RR,,beta,tension,imported,,single cylinder four stroke water-cooled  497cc,,,,-,-,-,,,,7.9,,-,,-,,
贝塔 400RR,,beta,Off road,Imported,,single cylinder four stroke water-cooled  349cc,,,,-,-,-,,,,0,,-,,-,,
贝塔 498RR,,beta,Off road,Imported,,398cc,,,,-,-,-,,,,0,,-,,-,,
贝塔 Alp 125 4T,,beta,Off road,Imported,,single cylinder four stroke water-cooled  497cc,,,,-,-,-,,,,0,,-,,-,,
贝塔 ALP 200,,beta,tension,imported,,single cylinder four stroke air-cooled  124cc,,,,-,-,-,2150x820x1150,850,,6.8,,-,,-,,
贝塔 Alp 4.0,,beta,tension,imported,,single cylinder four stroke air-cooled  200cc,,,,-,-,-,211x80x1107,830,,6,,-,,-,,
贝塔 RE 125 4T,,beta,Off road,Imported,,single cylinder four stroke air-cooled  349cc,,,,-,-,-,2185x860x1230,865,,10.5,,-,,-,,
可人 SRT 3,,beta,tension,imported,,single cylinder four stroke air-cooled  123cc,,,,-,-,-,2070x820x1200,890,110,6.7,,-,,-,,
可人 SRT 5,5598,is,pedal,,Zhejiang Yamazaki Okada Car Industry Co.,,0.5,0.4/,,,-,-,1570x675x1025,,,,25,,,100,,"Moonstone White, Thousand Bird Brown, Soul Red, Mini Blue, Dark Grey"
可人 SRT 7,7999,is,pedal,,Zhejiang Yamazaki Okada Car Industry Co.,,,,,,-,-,1750x745x1100,745,,,60,,,78,,"Moonstone White, Dark Grey"
BRIXTON Cromwell 125,14298,is,pedal,,Zhejiang Yamazaki Okada Car Industry Co.,,,,,,-,-,1900x750x1165,,,,72,,,160,,"Sea Rock Blue Grey, Dark Grey, Titanium Grey, Star Wood Brown, Moonstone White"
BRIXTON Cromwell 250,Currently no quotation available,BRIXTON,,,,single cylinder four stroke air-cooled  125cc,11.3,8.3/9000,,-,,-,2020x850x1105,,,0,,2.7,,-,,
BRIXTON Cromwell 1200,Currently no quotation available,BRIXTON,,,,single cylinder four stroke air-cooled  250cc,,,,-,standard,standard,2020x850x1105,,,0,,2.8,,-,,
BRIXTON Sunray 125,Currently no quotation available,BRIXTON,retro,imported,,inline dual cylinder four stroke water-cooled  1200cc,81.6,60/6500,,international 6-speed,,-,,800,235,16,198,-,,-,,
BRIXTON Felsberg 125,Currently no quotation available,BRIXTON,,,,single cylinder four stroke  125cc,11.3,8.3/9000,,-,standard,standard,2020x760x1060,,,0,,2.7,,-,,
BRIXTON Felsberg 250,Currently no quotation available,BRIXTON,,,,single cylinder four stroke air-cooled  125cc,11.3,8.3/9000,,-,standard,standard,2020x850x1105,,,0,,2.7,,-,,
BRIXTON SK 8,Currently no quotation available,BRIXTON,,,,single cylinder four stroke air-cooled  250cc,,13/7500,,-,standard,-,2050x850x1120,,,0,,2.7,,-,,
BRIXTON Haycroft 125,Currently no quotation available,BRIXTON,,,,single cylinder four stroke air-cooled  125cc,11.3,8.3/9000,,-,,standard,2020x850x1105,,,0,,2.7,,-,,
环爵 HJ 125B-2,Currently no quotation available,BRIXTON,,,,single cylinder four stroke air-cooled  125cc,,8.3/9000,,-,standard,standard,2020x760x1135,,,0,,2.7,,-,,
G GINIO 吉尼奥,15800,Huanjue,Three Wheel,Domestic,,single cylinder four stroke air-cooled  125cc,7.6,5.6/,,-,None,without,1890x1450x1110,760,140,0,75,-,,-,,
GOWOW 阿尔法,8680,G,pedal,,Yiyang Jincheng Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,standard,standard,1920x700x1040,720,102,5.5,100,2.3,,200,for,
GOWOW 猎户座,18990,GOWOW,Off road,Domestic,Sichuan Haojie Motorcycle Manufacturing Co.,,,,,,-,-,1900x780x1100,890,70,,80,,,75,,gray/white
小帕 C1,,GOWOW,Off road,Domestic,Sichuan Haojie Motorcycle Manufacturing Co.,,,,,,,-,1912x800x1090,890,76,,100,,,100.,,
天马 天福150-6E,13999,Xiaopa,pedal,,,,,,,,none,without,1670x718x1085,,84,,60,,,120,,
天马 天翼TM125-4E IV,5800,Tianma,", street car,",,,single cylinder four stroke  150cc,,,,international gear,none,-,1980,780,118,12,90,-,,-,,
哈特佛 CX 125 Cross Over,Currently no quotation available,Tianma,", street car,",,,single cylinder four stroke air-cooled  125cc,,,,-,,-,1970x695x1137,,,0,85,-,,-,,
哈特佛 HD 125 S,Currently no quotation available,Hatford,Retro,Domestic,,single cylinder four stroke water-cooled  125cc,,,,international 5-speed,standard,-,2040x755x1070,,,13,,2.2,,-,,
哈特佛 HD 233 H Classic S,Currently no quotation available,Hatford,Retro,Domestic,,single cylinder four stroke air-cooled  125cc,,,,international 5-speed,,-,1940x810x1050,,,10.3,,-,,-,,
哈特佛 UK 450 Retro,Currently no quotation available,Hatford,Retro,Domestic,,single cylinder four stroke oil cooled  250cc,,,,international 5-speed,standard,-,2000x800x1070,,,12,,-,,-,,
哈特佛 VR 150 H Velo Cross,Currently no quotation available,Hatford,Retro,Domestic,,single cylinder four stroke oil cooled  450cc,,,,international 5-speed,standard,-,2040x811x1030,,,15,,-,,-,,
哈特佛 VR 223 H Velo Cross,Currently no quotation available,Hatford,Off road,Domestic,,single cylinder four stroke air-cooled  150cc,,,,international 5-speed,-,-,2110x850x1230,,,12,,-,,-,,
哈特佛 Vita 300,Currently no quotation available,Hatford,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,,,,international 5-speed,,-,2110x850x1230,,,12,,-,,-,,
哈地域骑士 GK 125,Currently no quotation available,Hatford,pedal,,,single cylinder four stroke water-cooled  300cc,,,,CVT continuously variable transmission,standard,-,2105x770x1280,,,12,,-,,-,,
缤森 EX2,6399,regional,pedal,,,single cylinder four stroke air-cooled  125cc,10.9,8/,,CVT continuously variable transmission automatic transmission,-,-,1790x700x1070,760,87,6,,-,,-,,
吉雷拉 Crono 125,19900,Binsen,Off road,Domestic,,,8.8,6.5/,,,-,-,188x800x1100,860,63,,85,,,70,,
吉雷拉 CX 125,,Jirera,,,,single cylinder water-cooled  125cc,,,,-,-,-,,,,13,,-,,-,,
吉雷拉 GFR 125SP,,Jirera,,,,single cylinder water-cooled  125cc,,,,-,-,-,,,,12,,-,,-,,
吉雷拉 KK 125,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,140,13,,-,,-,,
吉雷拉 KZ 125,,Jirera,,,,single cylinder water-cooled  125cc,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 KZ 125 Endurance,,Jirera,,,,single cylinder water-cooled  125cc,,,,-,-,-,,760,,0,,-,,-,,
吉雷拉 MX-1 125,,Jirera,,,,single cylinder water-cooled  125cc,,,,-,-,-,,760,,0,,-,,-,,
吉雷拉 MX-1 125 Record,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,132,17,,-,,-,,
吉雷拉 Saturno 350,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,132,17,,-,,-,,
吉雷拉 Saturno 500 Bialbero,,Jirera,,,,single cylinder four stroke water-cooled  350cc,,,,-,-,-,,,,21,,-,,-,,
吉雷拉 SP01 125,,Jirera,,,,single cylinder four stroke water-cooled  500cc,,,,-,-,-,,,,21,,-,,-,,
吉雷拉 SP02 125,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,132,0,,-,,-,,
吉雷拉 Super Sport 600,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,132,0,,-,,-,,
吉雷拉 850 Twin Prototype,,Jirera,,,,four cylinder four stroke  600cc,,,,-,-,-,,830,,18,,-,,-,,
吉雷拉 DNA 125,,Jirera,,,,-,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 DNA 180,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,780,,10,,-,,-,,
吉雷拉 Fastbike 200,,Jirera,,,,single cylinder four stroke water-cooled  180cc,,,,-,-,-,,780,,10,,-,,-,,
吉雷拉 RV 125,,Jirera,,,,single cylinder four stroke water-cooled  200cc,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 RV 200,,Jirera,,,,single cylinder water-cooled  125cc,,,,-,-,-,,,134,0,,-,,-,,
吉雷拉 TG1-125,,Jirera,,,,single cylinder four stroke water-cooled  200cc,,,,-,-,-,,,134,0,,-,,-,,
吉雷拉 T4 200,,Jirera,,,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,,,10,,-,,-,,
吉雷拉 125 & 150 & 175 Extra Rossa,,Jirera,,,,single cylinder four stroke  200cc,,,,-,-,-,,,,13.4,,-,,-,,
吉雷拉 200 Super,,Jirera,,,,-,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 300 Extra,,Jirera,,,,single cylinder four stroke air-cooled  200cc,,,,-,-,-,,,,15,,-,,-,,
吉雷拉 Apache 125,,Jirera,,,,single cylinder four stroke air-cooled  300cc,,,,-,-,-,,,,19,,-,,-,,
吉雷拉 ER 125,,Jirera,,,,single cylinder water-cooled  125cc,,,,-,-,-,,,,12,,-,,-,,
吉雷拉 ER 350 Dakota,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,,15,,-,,-,,
吉雷拉 ER 500 Dakota,,Jirera,,,,single cylinder four stroke water-cooled  350cc,,,,-,-,-,,,,22,,-,,-,,
吉雷拉 Ferro Concept,,Jirera,,,,single cylinder four stroke  500cc,,,,-,-,-,,,,22,,-,,-,,
吉雷拉 Fastbike 125,,Jirera,,,,-,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 Freestyle 125,,Jirera,,,,single cylinder water-cooled  125cc,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 NGR 250,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,,12,,-,,-,,
吉雷拉 Nordcape 600,,Jirera,,,,single cylinder four stroke water-cooled  250cc,,,,-,-,-,,,,22,,-,,-,,
吉雷拉 Nordwest 350,,Jirera,,,,single cylinder four stroke water-cooled  600cc,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 Nordwest 600,,Jirera,,,,single cylinder four stroke water-cooled  350cc,,,,-,-,-,,,,12,,-,,-,,
吉雷拉 R1 125,,Jirera,,,,single cylinder four stroke water-cooled  600cc,,,,-,-,-,,,173,12,,-,,-,,
吉雷拉 R1-S 125,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,134,0,,-,,-,,
吉雷拉 RC 125 Rally,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,134,0,,-,,-,,
吉雷拉 RC 250 Rally,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,,21,,-,,-,,
吉雷拉 RC 600 Enduro,,Jirera,,,,single cylinder three stroke water-cooled  250cc,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 RC 600C,,Jirera,,,,single cylinder four stroke water-cooled  600cc,,,,-,-,-,,,,12,,-,,-,,
吉雷拉 RC 600R,,Jirera,,,,single cylinder four stroke water-cooled  600cc,,,,-,-,-,,,,12,,-,,-,,
吉雷拉 RC 750R,,Jirera,,,,single cylinder four stroke water-cooled  600cc,,,,-,-,-,,,,12,,-,,-,,
吉雷拉 RRT Nebraska 125,,Jirera,,,,-,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 RTX 125,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,137,15,,-,,-,,
吉雷拉 RX 125,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,137,15,,-,,-,,
吉雷拉 RX 125 Arizona,,Jirera,,,,single cylinder four stroke  125cc,,,,-,-,-,,,138,16,,-,,-,,
吉雷拉 RX 200 Arizona Hawk,,Jirera,,,,single cylinder  125cc,,,,-,-,-,,,138,16,,-,,-,,
