Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
汉威 BOB400,26980,Hanwei,Cruising Crown Prince,Domestic,Changzhou Hanwei Hongdu Locomotive Co.,inline dual cylinder four stroke water-cooled  400cc,38.1,28/8500,,international 6-speed,standard,-,2230x820x1060,690,185,12,150,-,,-,,
汉威 雅痞 YP500/B50,37980,Hanwei,Cruising Crown Prince,Domestic,Changzhou Hanwei Hongdu Locomotive Co.,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8250,,international 6-speed,standard,-,2230x820x1060,720,205,12,165,-,,-,,
汉威 HS125,Currently no quotation available,Hanwei,Retro,Domestic,Changzhou Hanwei Hongdu Locomotive Co.,single cylinder four stroke air-cooled  125cc,10.7,7.9/8000,,international 5-speed,-,-,2000x785x1090,780,116,12.8,,-,,-,,
汉威 Furious 250SC,17980,Hanwei,Retro,Domestic,,single cylinder four stroke water-cooled  250cc,26.5,19.5/9000,,international 6-speed,standard,-,2030x790x1100,790,145,20,128,3.1,,-,,
汉威 Furious 250NK,17980,Hanwei,street car,domestic production,,single cylinder four stroke water-cooled  250cc,26.5,19.5/9000,,international 6-speed,standard,-,1995x750x1090,765,145,13.5,128,3.1,,-,,
汉威 G30,18280,Hanwei,tension,domestically produced,,single cylinder four stroke water-cooled  250cc,26.5,19.5/9000,,international 6-speed,standard,xx(mm),2140x790x1270,800,145,19,128,3.1,,600,,
汉威 Flash 150T,10800,Hanwei,pedal,domestic,,single cylinder four stroke air-cooled  150cc,11.6,8.5/8000,,CVT continuously variable transmission automatic transmission,none,xx(mm),2025x750x1160,800,118,7.5,102,2.5,,-,,"red, gray, black, white, blue"
布雷斯通 蓝卡150,10980,Brestone,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,13.9,10.2/8500,,CVT continuously variable transmission automatic transmission,standard,-,1930x750x1180,780,112,10,105,2.2,,450,,"Mint Green, Ocean Blue, Sea Shell White, Carbon Copper Grey"
布雷斯通 漫卡,12880,Brestone,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.2,11.2/8500,,CVT continuously variable transmission automatic transmission,standard,-,1980x720x1210,770,130,11,105,-,,440,,
布雷斯通 摩卡,12880,Brestone,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.9,11.7/8500,,CVT continuously variable transmission automatic transmission,standard,-,1985x720x1155,740,130,14,105,-,,-,,"Light gauze white, Glow silver, Blue smoke gray, Su Qi blue"
布雷斯通 BL150T-6E,Currently no quotation available,Brestone,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,13.6,10/,,CVT continuously variable transmission automatic transmission,standard,-,1950x775x1380,,134,0,85,-,,-,,
布雷斯通 极宙 ADV150,12980,Brestone,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,13.9,10.2/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1950x760x1150,800,120,11,105,2.2,,400,,"Sun grazing platinum gray, bright moon white, deep space gray, star red, sky blue, dark stone green, Titan silver"
布雷斯通 极岳,16880,Brestone,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/8500,,CVT continuously variable transmission automatic transmission,standard,-,1955x740x1200,780,120,11.5,100,-,,-,,"Berkeley Blue, Memphis Grey"
虬龙 轻蜂S,12888,Qiulong,Off road,Domestic,,,,,,,none,-,1820x730x1020,780,48,,,,,65,,
虬龙 极蜂,32000,Qiulong,Off road,Domestic,Chongqing Qiulong Technology Co.,,17.0,12.5/,,,none,xx(mm),2060x880x1178,850,93,,90,,,140,,
虬龙 暴蜂,45800,Qiulong,Off road,Domestic,,,30.6,22.5/,,,standard,-,2130x810x1220,910,133,,110,,,120,,
虬龙 轻蜂,Currently no quotation available,Qiulong,Off road,Domestic,,,,,,,none,-,1885x780x1050,810,42,,,,,120,,
吉铭 吉虎,9800,Jiming,pedal,domestic,Zhejiang Jiming Industrial Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,-,xx(mm),1970x725x1095,770,119,7.3,,2.32,,-,,"Black, Blue, Silver, Red"
吉铭 瓦西利卡 Vasilica 150i,10800,Jiming,pedal,domestic,Zhejiang Jiming Industrial Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,standard,-,1960x710x1155,,120,7,95,-,,-,,"Matcha Green/Coast White, Midnight Grey/Racing Yellow, Gulf Oil"
吉铭 阿图瓦,10800,Jiming,pedal,domestic,Zhejiang Jiming Industrial Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,standard,-,1990x770x1158,760,130,8.9,110,2.32,,380,for,"black, blue, white"
吉铭 新喜悦JL125T-2C,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  124cc,7.6,5.6/7500,,-,None,-,1820x685x1095,,102,0,80,-,,-,,
吉铭 睿御JL100T-5C,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  102cc,5.44,4/7000,,-,None,-,1775x685x1100,,95,0,80,-,,-,,
吉铭 史酷比JL110T-2,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  102cc,5.4,4/7000,,-,None,-,1775x685x1100,,95,0,80,-,,-,,
吉铭 喜致JL125T-7C,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  124cc,7.61,5.6/7500,,-,None,-,1820x680x1110,,91,0,80,-,,-,,
吉铭 鬼火JM125T-3,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  124cc,7.6,5.6/7500,,-,None,-,1770x675x1080,,80,0,80,-,,-,,
吉铭 DIO JL125T-7C,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  124cc,7.6,5.6/7500,,-,None,-,1820x680x1110,,91,0,80,-,,-,,
吉铭 尚领JL125T-6C,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  124cc,7.6,5.6/7500,,-,None,-,1890x675x1090,,101,0,80,-,,-,,
吉铭 晶鹰二代JL125T-6C,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  124cc,7.6,5.6/7500,,-,None,-,1890x675x1090,,101,0,80,-,,-,,
吉铭 JM150T-72,,Jiming,pedal,domestic,Zhejiang Jiming Industrial Co.,single cylinder four stroke water-cooled  150cc,15.0,11/,,CVT continuously variable transmission automatic transmission,-,-,1970x725x1095,,119,0,,-,,-,,
吉铭 JM150T-73,,Jiming,pedal,domestic,Zhejiang Jiming Industrial Co.,single cylinder four stroke water-cooled  150cc,15.0,11/,,CVT continuously variable transmission automatic transmission,-,-,1990x780x1135,,130,0,95,-,,-,,
吉铭 吉越S JM400,23800,Jiming,sports car,domestic production,,inline dual cylinder four stroke water-cooled  400cc,34.67,25.5/8200,,international 6-speed,standard,-,2025x760x1135,780,188,16,160,-,,-,,
吉铭 吉越SS,26800,Jiming,sports car,domestic production,,inline dual cylinder four stroke water-cooled  500cc,42.8,31.5/8500,,international 6-speed,standard,xx(mm),2075x750x1160,780,200,15,,4,,-,,
吉铭 JM800,42800,Jiming,street car,domestic production,Zhejiang Jiming Industrial Co.,inline four cylinder four stroke water-cooled  800cc,116.9,86/,,international 6-speed,standard,-,2135x800x1090,780,217,18,185,-,,350,for,"bright black, red, blue, matte black"
吉铭 吉瑞JM400-2,,Jiming,street car,domestic production,,dual cylinder four stroke water-cooled  394cc,34.67,25.5/8200,,-,None,-,2250x760x1100,,187,0,140,-,,-,,
吉铭 G麒,29800,Jiming,,domestic production,,inline dual cylinder four stroke water-cooled  500cc,42.8,31.5/8500,,international 6-speed,standard,xx(mm),2105x845x1205,815,203,15,160,-,,-,,
吉铭 雷神 JM500,24600,Jiming,Cruising Crown Prince,Domestic,,inline dual cylinder four stroke water-cooled  450cc,36.0,26.5/8000,,international 6-speed,standard,xx(mm),2250x845x1155,,194,19,135,-,,300,,
吉铭 弗莱尔175,17800,Jiming,Three Wheel,Domestic,,single cylinder four stroke air-cooled  175cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),2025x1220x1000,715,168,8.5,80,-,,-,,"matte gold, matte gray"
吉铭 坦途300,36800,Jiming,Three Wheel,Domestic,Zhejiang Jiming Industrial Co.,single cylinder four stroke water-cooled  300cc,17.7,13/6500,,CVT continuously variable transmission automatic transmission,-,xx(mm),2410x1295x1160,,254,11,95,3.8,,-,,Vitality Orange
吉铭 猎鹰JL150T-3A(IV),,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  150cc,7.9,5.8/7500,,-,None,-,1945x695x1165,,110,0,85,-,,-,,
吉铭 BWS一代JL150T-50,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  150cc,7.9,5.8/7500,,-,None,-,1940x835x1120,,114,0,85,-,,-,,
吉铭 VESPA二代JM125T-36,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.6,5.6/7500,,-,None,-,1880x760x1105,,97,0,80,-,,-,,
吉铭 VESPA一代JM125T-36,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.6,5.6/7500,,-,None,-,1880x760x1105,,97,0,80,-,,-,,
吉铭 吉蓝（FINO二代）JL125T-62,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.61,5.6/7500,,-,None,-,1833x700x1110,,94,0,80,-,,-,,
吉铭 克里克三代JL125T-31,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.61,5.6/7500,,-,None,-,1910x680x1100,,105,0,80,-,,-,,
吉铭 蓝宝龙JL250-2,,Jiming,street car,domestic production,,single cylinder four stroke air-cooled  229cc,16.3,12/7500,,-,None,-,2250x760x1100,,140,0,100,-,,-,,
吉铭 梦幻龟王JL125-40,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.6,5.6/7500,,-,None,-,1795x700x1070,,95,0,80,-,,-,,
吉铭 鹰豪JL125-40,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  125cc,11.1,8.2/8500,,-,None,-,1910x680x1125,,98,0,80,-,,-,,
吉铭 永源之星JL150T-6A,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  150cc,7.89,5.8/7500,,-,None,-,1940x835x1120,,135,0,90,-,,-,,
吉铭 史酷比JL110T-2,,Jiming,pedal,domestic,,single cylinder four stroke air-cooled  110cc,8.2,6/7500,,-,None,-,1850x715x1070,,95,0,80,-,,-,,
大力神 H2,22800,Hercules,sports car,domestic production,,inline dual cylinder four stroke water-cooled  400cc,,,,-,None,xx(mm),,,,0,,-,,-,,
大力神 F7,22800,Hercules,sports car,domestic production,,400cc,,,,-,-,-,,,,0,,-,,-,,"green, red, blue"
大力神 F8,23800,Hercules,sports car,domestic production,,400cc,,,,-,-,-,,,,0,,-,,-,,
大力神 N19,25800,Dalishen,street car,domestic production,,4-stroke  400cc,,,,-,-,-,,,,0,,-,,-,,
大力神 UR400,25800,Dalishen,Cruising Crown Prince,Domestic,,4-stroke  400cc,,,,-,-,-,,,,0,,-,,-,,"matte black, blue, red"
杜卡森 DK400,23800,Dukasen,sports car,domestic production,Shanghai Jianshe Motorcycle Technology Co.,inline dual cylinder four stroke water-cooled  400cc,31.0,22.8/8500,,international 6-speed,standard,-,2020x740x1150,770,195,22,160,3.6,,-,of,"Sparkling Black, Interstellar White, Black Red, Matte Black Gold"
林海 米兰阳光,12980,Linhai,pedal,domestic,Linhai Co.,single cylinder four stroke water-cooled  150cc,12.9,9.5/8250,,CVT continuously variable transmission automatic transmission,standard,-,1890x705x1135,760,128,10,102,2.5,,-,,
林海 探路者150,14580,Linhai,pedal,domestic,Linhai Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8000,,CVT continuously variable transmission automatic transmission,standard,-,1980x740x1220,760,147,12,106,2.7,,440,,"Army Green, Magic Orchid, Sub Black, Silver Grey, Pearl White"
林海 L-MAX,14880,Linhai,pedal,domestic,Linhai Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8000,,CVT continuously variable transmission automatic transmission,standard,-,1971x740x1196,760,147,14,,2.7,,400,,"cool gray, fog gray, sub black, sub orchid, pearl white"
林海 Trinity 150,23800,Linhai,Three Wheel,Domestic,,single cylinder four stroke water-cooled  150cc,14.3,10.5/8000,,CVT continuously variable transmission automatic transmission,none,xx(mm),2002x652x1172,810,158,6,106,2.7,,-,,"Mist gray, blue, red, white"
林海 V舞,5780,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,CVT continuously variable transmission automatic transmission,none,xx(mm),1735x635x1045,760,91,4,78,2.3,,220,,
林海 格格,5980,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,-,None,xx(mm),1780x670x1060,730,91,4,78,2.3,,220,,"Deep Blue, Deep Purple, Black, White"
林海 U扬,6180,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,-,None,xx(mm),1905x665x1100,750,104,6,78,2.3,,220,,"red, brown, silver, white, black"
林海 雅格,6180,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,-,None,xx(mm),1695x665x1075,750,95,4,78,2.3,,220,,
林海 福缘,6180,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,CVT continuously variable transmission automatic transmission,none,xx(mm),1755x640x1025,750,91,4.5,78,2.3,,220,,"Blue, Silver, White, Black"
林海 新雅格,6280,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,-,None,xx(mm),1720x665x1065,750,95,4,78,2.3,,220,,"gray green, black red, white blue, gray black"
林海 小四代目,6380,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,-,None,xx(mm),1850x703x1077,730,97,4.4,78,2.3,,220,,
林海 战影,6480,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,-,None,xx(mm),1850x670x1060,730,97,4.4,78,2.3,,220,,"dark gray, gray, red, white"
林海 V驰,6580,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/8000,,-,None,xx(mm),1765x640x1075,710,91,4.5,78,2.3,,220,,"Green Silver, Blue Silver, Blue Grey, Red Black, White Grey"
林海 LH125T-9,7980,Linhai,pedal,domestic,Linhai Co.,single cylinder four stroke air-cooled  125cc,7.5,5.5/8000,,CVT continuously variable transmission automatic transmission,standard,-,1860x680x1120,735,105,5,80,2.5,,220,,"matte blue, sub black, white, titanium gray"
林海 五代目,10800,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1860x655x1130,790,117,5.5,95,2.5,,300,,"Black Red, Blue White, Mist Grey, Sub Black, White, Black"
林海 Force 领程,14800,Linhai,pedal,domestic,,single cylinder four stroke water-cooled  150cc,14.3,10.5/8000,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1990x720x1130,780,141,7,106,2.7,,320,,"Mist gray, Pearl white, Tender green, Sub black"
林海 雄鹿 150,15800,Linhai,pedal,domestic,,single cylinder four stroke water-cooled  150cc,14.3,10.5/8000,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1990x720x1130,780,141,7,106,2.7,,320,,
林海 ATV 200-D,Currently no quotation available,Linhai,,,,single cylinder four stroke oil cooled  200cc,9.5,7/6500,,-,None,xx(mm),2160x1140x1240,830,270,16,,-,,-,,"military green, yellow, blue, white, red, black"
林海 ATV 300-D,Currently no quotation available,Linhai,,,,single cylinder four stroke water-cooled  300cc,21.8,16/6500,,-,None,xx(mm),2160x1140x1270,850,295,16,,-,,-,,
林海 ATV 400-D,Currently no quotation available,Linhai,,,,single cylinder four stroke water-cooled  400cc,25.8,19/7000,,-,None,xx(mm),2175x1160x1265,870,371,12.5,,-,,-,,
林海 ATV 500,Currently no quotation available,Linhai,,,,single cylinder four stroke water-cooled  500cc,32.6,24/6500,,-,None,xx(mm),2180x1160x1270,900,375,0,,-,,-,,
林海 M 150,Currently no quotation available,Linhai,,,,single cylinder four stroke air-cooled  150cc,10.2,7.5/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1815x949x1290,800,200,8.35,60,-,,-,,
林海 M 550,Currently no quotation available,Linhai,,,,single cylinder four stroke water-cooled  500cc,32.6,24/6500,,-,None,xx(mm),2180x1160x1270,900,375,14.5,80,-,,-,,
林海 T-Boss 410,Currently no quotation available,Linhai,,,,single cylinder four stroke water-cooled  400cc,25.8,19/6500,,CVT continuously variable transmission automatic transmission,none,xx(mm),2733x1460x1890,850,568,26,62,-,,-,,
林海 T-Boss 550,Currently no quotation available,Linhai,,,,single cylinder four stroke water-cooled  500cc,32.6,24/6500,,CVT continuously variable transmission automatic transmission,none,xx(mm),2730x1460x1885,860,600,26,72,-,,-,,
林海 UTV 1100,Currently no quotation available,Linhai,,,,inline three cylinder four stroke water-cooled  1100cc,25.2,18.5/3000,,CVT continuously variable transmission automatic transmission,none,xx(mm),3110x1543x1990,830,882,35,55,-,,-,,
林海 蓝钻LH125T-18,5400,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  118cc,7.6,5.6/7000,,-,None,-,1862x710x1125,765,108,0,90,-,,-,,
林海 V影LH100T-11,5600,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  100cc,6.7,4.9/8000,,-,None,-,1750x645x1045,760,92,4.5,,-,,-,,
林海 娇格LH110T-5,4450,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  106cc,,,,without limit automatic transmission,none,-,1750x670x1080,,91,5,,-,,-,,
林海 小金钢LH 110T,6180,Linhai,pedal,domestic,,single cylinder four stroke  110cc,7.21,5.3/,,continuously variable transmission,none,-,,,96,5.6,,-,,-,,
林海 启程LH100T-19,4800,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  102cc,6.66,4.9/,,infinite automatic transmission,none,-,1735x635x1060,720,91,4.4,,-,,-,,
林海 极光LH125T-C,9400,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,-,None,-,1860x655x1130,,,6.9,,-,,-,,
林海 LH400T-B,26500,Linhai,pedal,domestic,,single cylinder four stroke water-cooled  376cc,,,,continuously variable transmission,none,-,2170,,185,0,,-,,-,,
林海 V火LH100T-11,6500,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  100cc,6.66,4.9/8000,,continuously variable transmission,none,-,,,,4.5,,-,,-,,
林海 福禧100,6200,Linhai,pedal,domestic,,single cylinder four stroke air-cooled  100cc,,,,CVT continuously variable transmission automatic transmission,none,-,1755x640x1025,,,0,,-,,-,,
林海 LYM110-2,5800,Linhai,pedal,domestic,,single cylinder  110cc,,,,gear,not,-,1870,,,0,,-,,-,,
隆鑫 180 RR,11800,Longxin,street car,domestic production,,"single cylinder four stroke air-cooled, 180cc",14.3,10.5/8000,,international 6-speed,none,-,1835x770x1060,770,139,10.5,105,-,,-,,
隆鑫 200AC,14800,Longxin,Retro,Domestic,,single cylinder four stroke air-cooled  200cc,17.0,12.5/8000,,international 6-speed,none,-,2005x800x1080,795,150,15,115,1.8,,-,,
隆鑫 福悦LX100-36,4380,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  110cc,7.1,5.2/7500,,-,-,-,1970x780x1050,,110,0,80,-,,-,,
隆鑫 红米CRM125,4695,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  124cc,9.93,7.3/8500,,four speed,none,-,1900x815x1070,760,115,17,90,-,,-,,
隆鑫 LX125-70E,5980,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,9.9,7.3/,,-,-,-,2020x740x1125,,130,0,90,-,,-,,
隆鑫 速悦LX150-70C,5980,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,-,-,2020x750x1125,,130,0,95,-,,-,,
隆鑫 CRL150 LX150-62,6415,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,12.0,8.8/8500,,-,None,-,1990x785x1050,765,118,13.6,95,2.1,,-,,
隆鑫 CR1,6415,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,12.0,8.8/8500,,-,-,-,1990x785x1050,765,118,13.6,95,-,,-,,
隆鑫 途悦LX150-52,6500,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.15,8.2/,,-,-,-,2050,,120,0,95,-,,-,,
隆鑫 豪悦LX150-70B,6580,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,-,-,2015x755x1110,,,0,95,-,,-,,
隆鑫 祥悦LX125-73,6700,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,9.9,7.3/,,-,-,-,2010x760x1130,,130,0,90,2.8,,-,,
隆鑫 山地赛悦LX150-70E,6756,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,-,-,2005x735x1115,,280,0,95,-,,-,,
隆鑫 劲悦,6780,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,-,-,2110x835x1090,,130,0,95,-,,-,,
隆鑫 途悦LX150-52D,6880,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,-,-,205x80x1100,,280,0,95,-,,-,,
隆鑫 K150 LX150-70F,7944,Longxin,street car,domestic production,,single cylinder  150cc,11.1,8.2/,,-,-,-,2005x735x1150,,135,0,95,-,,-,,
隆鑫 CU3,8000,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,-,-,2005x735x1150,,135,0,95,-,,-,,
隆鑫 CR3 LX150-56A,8128,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.15,8.2/,,-,-,-,1980,,135,16,120,-,,-,,
隆鑫 GP150,8473,Longxin,sports car,domestic production,,single cylinder four stroke air-cooled  150cc,14.2,10.5/,,international 5-speed,none,-,1980,780,137,16,95,-,,-,,
隆鑫 登悦,8700,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,12.9,9.5/,,-,-,-,2100x820x1150,,140,0,95,-,,-,,
隆鑫 CR5,8980,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,12.9,9.5/7500,,-,None,-,1985x830x1080,,137,0,95,-,,-,,
隆鑫 CR5 LX200-12,9250,Longxin,street car,domestic production,,single cylinder four stroke air-cooled  200cc,14.96,11/7500,,international 6-speed,-,-,1980,,,13,,-,,-,,
隆鑫 GP 200R,9480,Longxin,sports car,domestic production,,single cylinder four stroke air-cooled  200cc,15.6,11.5/7500,,-,-,-,1980x700x1080,,140,15,95,-,,-,,
隆鑫 GP250,15800,Longxin,street car,domestic production,,single cylinder four stroke oil cooled  250cc,17,12.5/,,international 6-speed,none,-,2030x720x1120,,153,17,115,-,,-,,
隆鑫 金莹LX125T-39,5580,Longxin,pedal,domestic,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,1820x680x1110,,100,0,80,-,,-,,
隆鑫 丽悦LX125T-50,5880,Longxin,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.8,6.5/,,-,-,-,1850x658x1112,,110,0,80,-,,-,,
隆鑫 赛格LX125T-38,6580,Longxin,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.61,5.6/,,-,-,-,1850,,102,0,,-,,-,,
隆鑫 采悦LX110-39,4280,Longxin,bending beam,domestic,,single cylinder four stroke air-cooled  110cc,7.1,5.2/,,-,-,-,1875x675x1095,,96,0,80,-,,-,,
隆鑫 喜悦,4380,Longxin,bending beam,domestic,,single cylinder four stroke air-cooled  110cc,,,,-,-,-,1900x665x1110,,94,0,80,-,,-,,
三業 都灵,6666,San,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1800x700x1120,750,103,9,80,2.3,,-,of,"Glacier White/Goose Palm Yellow, Glacier White/Ducati Red, Qiuluo Lan/Silver, Tile Rock Grey/Silver, Turin Grey/Starry Moon White, Little Milan, Sparkling Silver, Starry Moon White/Silver"
三業 欧拉110,6980,Three,pedal,domestic,,single cylinder four stroke air-cooled  110cc,8.2,6/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1755x690x1060,740,,5,80,-,,-,,
三業 梦拉110,6980,Three,pedal,domestic,Zhejiang Dalong Jinchen Vehicle Manufacturing Co.,single cylinder four stroke air-cooled  110cc,8.2,6/7500,,CVT continuously variable transmission automatic transmission,-,-,1830x690x1060,730,91,4.5,93,-,,-,of,"Qingri Chun, White, Cement Grey, Haomai Red, Sun Orange, Lilac Pink, Light Camel Gold"
三業 曼岛,7980,Three,pedal,domestic,Zhejiang Dalong Jinchen Vehicle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,standard,-,1900x730x1200,760,107,8,80,2,,-,of,"Starry Twilight Grey/Black, Starry Sky Blue/Black, Azure/Orange, Wheat Field Green/White/Silver, Oyster White/Black, Bright Black/Matte Black"
三業 USY,7380,Three,pedal,domestic,Zhejiang Dalong Jinchen Vehicle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,standard,-,2005x680x1120,745,105,6.8,80,2.3,,-,of,"rock white/black, matte gemstone blue/black, matte light silver gray, frosted black/black"
三業 劲锐110,7980,Three,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.2,6/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1880x700x1140,740,97,4.2,,-,,-,,
三業 喀秋莎,11980,Three,pedal,domestic,Zhejiang Dalong Jinchen Vehicle Manufacturing Co.,single cylinder four stroke water-cooled  150cc,12.9,9.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1975x720x1160,760,140,10,95,-,,-,,
三業 赛博150,14880,Three,pedal,domestic,Zhejiang Dalong Jinchen Vehicle Manufacturing Co.,single cylinder four stroke water-cooled  150cc,12.9,9.5/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1970x740x1240,760,142,11,95,2.3,,400,for,
破界 戈王,8980,breakthrough,pedal,domestic,Guangdong Taitian New Energy Technology Co.,single cylinder four stroke water-cooled  150cc,12.8,9.4/8500,,CVT continuously variable transmission automatic transmission,standard,-,1900x710x1130,760,112,8.6,100,2.5,,-,of,
斐兔 MotoE,Currently no quotation available,Feitu,sports car,domestic production,,,145.5,107/,,,-,-,,,,,,,,-,,
斐兔 FW-06,22800,Feitu,pedal,domestic,Jiangsu Century Lanxiang Motorcycle Co.,,,,,,standard,xx(mm),1830x755x1095,784,125,,110,,,140,,"Classic Tech Green, Graffiti Space Grey, Dazzling Obsidian Black"
斐兔 M壹,9800,Feitu,MINI,Domestic,,,0.5,0.4/,,,-,-,1190x565x805,600,53,,25,,,100,,"Amber yellow, Cedar green"
斐兔 FW-03,15900,Feitu,MINI,Domestic,,,5.7,4.2/,,,standard,xx(mm),1683x766x1002,763,,,50,,,120,,
斐兔 FW-07,Currently no quotation available,Feitu,MINI,Domestic,,,,,,,-,-,1751x670x910,,,,,,,-,,
斐兔 GT-03,Currently no quotation available,Feitu,bending beam,domestic,,,5.7,4.2/,,,standard,xx(mm),1850x774x1080,780,,,50,,,120,,
